tipo_decision,alcance,algorithm,init,run,seed,Compacidad,Tolerancia,Hamming,Balance
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,366.0,78.0,145.81648936170214,535.5292671080425
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,427.0,86.0,164.6578014184397,650.8864462300708
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,424.0,93.0,163.72517730496455,643.9315646848737
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,383.0,67.0,150.66666666666666,544.644208037826
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,418.0,75.0,167.71099290780143,783.6895245460499
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,400.0,69.0,156.92287234042553,607.6438740191625
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,345.0,71.0,134.27393617021278,421.65811500301777
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,362.0,49.0,144.29964539007094,518.1761700870201
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,364.0,63.0,144.29432624113474,490.682875609879
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,395.0,67.0,157.6409574468085,631.1255210691104
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,360.0,67.0,141.27570921985816,476.75820428424123
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,387.0,81.0,155.79964539007094,649.3144679593538
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,414.0,66.0,166.49468085106383,758.4467802172927
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,373.0,78.0,148.84574468085106,592.1889712539615
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,441.0,81.0,175.84840425531914,841.2669123472152
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,431.0,76.0,171.9078014184397,796.4666767265209
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,357.0,68.0,139.45921985815602,447.4557837885424
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,335.0,66.0,134.80851063829786,483.1406367888941
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,335.0,66.0,134.80851063829786,483.1406367888941
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,433.0,94.0,171.94414893617022,822.7903203749809
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,398.0,66.0,160.10195035460993,663.8078685365416
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,364.0,71.0,143.98581560283688,496.12391227805534
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,449.0,80.0,177.7287234042553,823.8306643277505
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,433.0,70.0,170.68617021276594,733.6000924249288
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,417.0,93.0,166.1959219858156,778.3507989726368
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,448.0,83.0,178.08244680851064,890.6093372755387
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,377.0,83.0,148.7695035460993,538.8546728031785
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,344.0,80.0,133.51329787234042,417.7515962162367
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,383.0,74.0,149.86613475177305,547.1833212300692
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,383.0,67.0,150.66666666666666,544.644208037826
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,434.0,79.0,173.70212765957447,808.9467330617164
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,406.0,89.0,161.66578014184398,705.5257084339314
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,382.0,84.0,152.23138297872342,635.371107307228
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,462.0,88.0,181.7287234042553,904.1001678738496
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,447.0,86.0,177.39804964539007,848.9488259833512
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,367.0,66.0,147.14804964539007,578.9860600259037
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,425.0,81.0,170.2118794326241,827.8371993046127
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,424.0,76.0,170.79255319148936,830.5739870982349
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,427.0,86.0,164.6578014184397,650.8864462300708
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,344.0,58.0,133.32978723404256,402.51180775614927
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,393.0,66.0,152.90425531914894,534.9518258638902
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,344.0,58.0,133.32978723404256,402.51180775614927
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,393.0,66.0,152.90425531914894,534.9518258638902
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,366.0,83.0,142.84751773049646,488.02639454755786
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,378.0,82.0,146.93971631205673,504.0105502741315
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,425.0,81.0,170.2118794326241,827.8371993046127
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,432.0,76.0,173.8758865248227,876.1760852069809
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,423.0,73.0,170.0168439716312,804.0591134437396
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,402.0,56.0,159.0381205673759,628.1093624251796
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,402.0,56.0,159.0381205673759,628.1093624251796
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,417.0,93.0,166.1959219858156,778.3507989726368
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,426.0,94.0,168.58953900709218,783.1551033335852
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,426.0,94.0,168.58953900709218,783.1551033335852
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,455.0,87.0,178.90070921985816,833.7348221920422
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,421.0,87.0,166.895390070922,719.4890567627383
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,433.0,94.0,171.94414893617022,822.7903203749809
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,399.0,79.0,158.8785460992908,694.5109581698629
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,433.0,94.0,171.94414893617022,822.7903203749809
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,424.0,76.0,170.79255319148936,830.5739870982349
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,296.0,51.0,116.51152482269504,310.51405157562505
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,354.0,80.0,140.1950354609929,515.908769679593
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,354.0,80.0,140.1950354609929,515.908769679593
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,366.0,83.0,142.84751773049646,488.02639454755786
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,378.0,82.0,146.93971631205673,504.0105502741315
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,427.0,86.0,164.6578014184397,650.8864462300708
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,354.0,80.0,140.1950354609929,515.908769679593
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,330.0,47.0,132.50709219858157,430.5088149489462
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,462.0,88.0,181.7287234042553,904.1001678738496
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,296.0,51.0,116.51152482269504,310.51405157562505
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,393.0,66.0,152.90425531914894,534.9518258638902
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,432.0,76.0,173.8758865248227,876.1760852069809
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,366.0,83.0,142.84751773049646,488.02639454755786
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,443.0,82.0,172.05851063829786,736.1951580654896
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,381.0,64.0,148.1613475177305,497.15481804235213
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,381.0,64.0,148.1613475177305,497.15481804235213
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,414.0,87.0,161.2695035460993,616.4982898244557
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,401.0,78.0,160.49734042553192,724.7694964727634
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,401.0,78.0,160.49734042553192,724.7694964727634
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,344.0,44.0,136.0531914893617,443.74539761581394
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,347.0,72.0,137.8918439716312,504.96347957849196
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,432.0,76.0,173.8758865248227,876.1760852069809
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,369.0,70.0,147.04432624113474,565.1398791559775
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,288.0,49.0,113.8918439716312,302.84291220260604
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,407.0,73.0,164.11879432624113,736.539079397417
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,344.0,49.0,139.10992907801418,461.61202907298366
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,361.0,71.0,139.45656028368793,436.2959853314726
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,400.0,84.0,157.36524822695034,666.2956717468946
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,401.0,69.0,161.14804964539007,697.4080458415069
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,407.0,77.0,161.92109929078015,685.0744484369508
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,404.0,72.0,159.36879432624113,643.3568985463505
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,390.0,85.0,153.3714539007092,613.0508517868813
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,308.0,60.0,121.47606382978724,336.2139660668469
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,346.0,64.0,138.86170212765958,473.63335596801
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,417.0,71.0,166.2695035460993,722.5337508173627
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,435.0,96.0,167.92287234042553,688.1633775652627
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,350.0,82.0,137.77393617021278,483.31680294628086
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,399.0,75.0,160.7154255319149,692.9092655990648
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,364.0,71.0,143.98581560283688,496.12391227805534
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,441.0,81.0,175.84840425531914,841.2669123472152
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,383.0,68.0,153.63209219858157,604.5197856936278
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,364.0,63.0,144.29432624113474,490.682875609879
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,387.0,81.0,155.79964539007094,649.3144679593538
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,399.0,66.0,155.12765957446808,570.7071072883655
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,421.0,87.0,166.895390070922,719.4890567627383
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,417.0,82.0,165.74822695035462,759.5359011116115
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,423.0,78.0,168.8714539007092,779.3247879570945
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,418.0,78.0,164.02304964539007,661.4994687138476
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,426.0,94.0,168.58953900709218,783.1551033335852
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,396.0,88.0,157.33599290780143,670.8986335886027
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,401.0,63.0,159.52393617021278,638.729923513656
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,354.0,72.0,138.7136524822695,469.5891043898685
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,351.0,67.0,141.12677304964538,520.2472264662243
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,350.0,82.0,137.77393617021278,483.31680294628086
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,402.0,56.0,159.0381205673759,628.1093624251796
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,354.0,71.0,142.35992907801418,548.8527205623465
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,410.0,81.0,161.20833333333334,661.4220227541385
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,320.0,53.0,126.91400709219859,386.1637045105879
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,378.0,82.0,146.93971631205673,504.0105502741315
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,410.0,81.0,161.20833333333334,661.4220227541385
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,381.0,70.0,148.54787234042553,528.6430983099444
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,345.0,54.0,137.5700354609929,451.8567971618622
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,344.0,58.0,133.32978723404256,402.51180775614927
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,414.0,87.0,161.2695035460993,616.4982898244557
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,354.0,59.0,142.19060283687944,514.0620748138923
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,391.0,75.0,154.59663120567376,638.6608751760473
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,436.0,82.0,167.93439716312056,677.8148452039637
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,438.0,94.0,170.9450354609929,757.014709395907
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,418.0,78.0,164.02304964539007,661.4994687138476
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,401.0,69.0,161.14804964539007,697.4080458415069
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,354.0,61.0,143.75443262411346,560.0522853163832
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,354.0,61.0,143.75443262411346,560.0522853163832
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,406.0,89.0,161.66578014184398,705.5257084339314
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,338.0,66.0,134.9290780141844,443.41340978823985
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,403.0,75.0,159.17021276595744,631.6270559830984
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,399.0,79.0,158.8785460992908,694.5109581698629
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,373.0,78.0,148.84574468085106,592.1889712539615
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,369.0,70.0,147.04432624113474,565.1398791559775
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,344.0,80.0,133.51329787234042,417.7515962162367
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,401.0,78.0,160.49734042553192,724.7694964727634
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,414.0,87.0,161.2695035460993,616.4982898244557
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,330.0,47.0,132.50709219858157,430.5088149489462
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,399.0,79.0,158.8785460992908,694.5109581698629
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,418.0,75.0,167.71099290780143,783.6895245460499
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,417.0,93.0,166.1959219858156,778.3507989726368
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,392.0,61.0,157.52216312056737,650.1644024131086
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,455.0,87.0,178.90070921985816,833.7348221920422
