tipo_decision,alcance,algorithm,init,run,seed,Compacidad,Tolerancia,Hamming,Balance
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,198.0,49.0,0.40853123432910665,0.0034407933309391825
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,227.0,58.0,0.4249851594963602,0.004112624114138952
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,316.0,75.0,0.39900911212855733,0.003522621207656073
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,164.0,34.0,0.3916169347863691,0.0028990971845762993
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,235.0,58.0,0.4341934510336502,0.004704394041787207
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,273.0,68.0,0.41155534772556046,0.0035909929966378993
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,300.0,72.0,0.39560283687943265,0.0031121464379726027
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,206.0,49.0,0.3861332025063692,0.0028836890014662993
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,206.0,49.0,0.3861332025063692,0.0028836890014662993
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,295.0,72.0,0.3884751773049645,0.003027139017732939
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,295.0,72.0,0.3884751773049645,0.003027139017732939
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,220.0,52.0,0.41348726627981947,0.003595110675435173
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,280.0,62.0,0.3629495947315096,0.0023615271307519466
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,187.0,48.0,0.4012828535669587,0.0031036406507981553
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,213.0,48.0,0.4166000732527553,0.0035376827479140223
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,241.0,60.0,0.4114394808863777,0.003512599151756721
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,155.0,36.0,0.38609013955616567,0.0026088567245663237
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,142.0,33.0,0.4125961442413345,0.0033400378752286653
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,296.0,64.0,0.3598272474602262,0.0023291504222195695
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,241.0,60.0,0.4114394808863777,0.003512599151756721
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,147.0,30.0,0.3730761808269407,0.0025708321947677183
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,196.0,41.0,0.36001049355912573,0.0021830732842451324
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,244.0,58.0,0.4186032147424718,0.0037668541575185716
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,162.0,39.0,0.399822695035461,0.0030087589544851782
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,233.0,59.0,0.40405366328797976,0.0033206093028325585
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,211.0,44.0,0.3636264327249504,0.0021654217557970233
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,249.0,63.0,0.42566008715713916,0.0042353450993930595
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,283.0,69.0,0.40884144049319604,0.0036909283600808063
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,209.0,49.0,0.4035130136753877,0.003209377738634827
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,300.0,68.0,0.358693853427896,0.0023975453601707943
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,192.0,41.0,0.38045305112293143,0.0026799317789466585
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,136.0,32.0,0.39810831247392575,0.0030779139322279505
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,189.0,36.0,0.3555761942286765,0.002127230292967876
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,328.0,74.0,0.35967771579311536,0.002492776339179731
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,249.0,49.0,0.34118744481471985,0.0018963001124087217
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,308.0,75.0,0.40376312517269963,0.0036093625686720063
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,192.0,43.0,0.35303542405437355,0.002186727233057468
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,179.0,37.0,0.3521385554102778,0.0020808829142979187
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,142.0,33.0,0.4125961442413345,0.0033400378752286653
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,224.0,56.0,0.4126139817629179,0.003670762332915292
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,223.0,52.0,0.3932632064370448,0.0028722326428942016
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,256.0,65.0,0.42011926529255317,0.0037383914119754435
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,321.0,72.0,0.36493338635911715,0.0025258204219142082
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,269.0,62.0,0.3651987924806876,0.002525199085256549
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,311.0,70.0,0.3571440788123418,0.0023360969259193193
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,184.0,37.0,0.38332080635214305,0.0027294604119924106
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,161.0,34.0,0.36893749174045193,0.002463995167100887
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,174.0,35.0,0.3600768321513002,0.002207512024088243
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,209.0,51.0,0.43889341341748955,0.0045966921804963395
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,212.0,49.0,0.3633120901913555,0.002222159481720397
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,295.0,72.0,0.4050757302560404,0.0035535357291280978
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,174.0,35.0,0.3600768321513002,0.002207512024088243
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,258.0,65.0,0.42344274011765354,0.004078068742537713
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,243.0,62.0,0.3950726731459592,0.002931136288261087
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,233.0,49.0,0.34266657535080514,0.0019069631619886569
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,179.0,40.0,0.4120557470581243,0.003342706524272905
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,256.0,59.0,0.398188164893617,0.002980163307126616
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,256.0,59.0,0.398188164893617,0.002980163307126616
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,212.0,49.0,0.3633120901913555,0.002222159481720397
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,209.0,51.0,0.43889341341748955,0.0045966921804963395
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,191.0,37.0,0.34471891129181986,0.0019740819824930764
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,258.0,65.0,0.42344274011765354,0.004078068742537713
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,258.0,65.0,0.42344274011765354,0.004078068742537713
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,233.0,49.0,0.34266657535080514,0.0019069631619886569
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,329.0,79.0,0.3842856065015413,0.003000810209357655
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,251.0,60.0,0.4287954564719844,0.00438875754957166
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,157.0,31.0,0.3959603830690699,0.0029703562526192232
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,155.0,36.0,0.38609013955616567,0.0026088567245663237
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,155.0,36.0,0.38609013955616567,0.0026088567245663237
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,329.0,79.0,0.3842856065015413,0.003000810209357655
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,271.0,66.0,0.4211908874407893,0.004171438678740508
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,345.0,81.0,0.3701896392229417,0.0026562127242157037
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,185.0,49.0,0.43832662449683724,0.004147324407103202
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,203.0,45.0,0.35533923767599485,0.0022461781128923857
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,273.0,66.0,0.3891389343517003,0.0029136730891550504
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,273.0,66.0,0.3891389343517003,0.0029136730891550504
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,179.0,40.0,0.3753268750742898,0.002430037370610491
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,199.0,49.0,0.43070850707437897,0.00398276405746486
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,311.0,76.0,0.39782445098173363,0.0033200130701267158
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,210.0,40.0,0.3367147922998987,0.0018333213680069907
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,189.0,45.0,0.3926835903786258,0.0027278435641071965
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,239.0,61.0,0.4266521261758509,0.0044118578065355
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,298.0,70.0,0.3724623970679233,0.0026945642319826674
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,162.0,39.0,0.399822695035461,0.0030087589544851782
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,192.0,43.0,0.35303542405437355,0.002186727233057468
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,347.0,82.0,0.3650847180493388,0.0025216922107362933
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,218.0,57.0,0.43869558852235024,0.004417276275421757
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,235.0,58.0,0.4341934510336502,0.004704394041787207
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,189.0,45.0,0.3926835903786258,0.0027278435641071965
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,224.0,55.0,0.4183605623100304,0.0035416987553141543
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,318.0,73.0,0.3841356661760114,0.0028988692817667793
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,318.0,73.0,0.3841356661760114,0.0028988692817667793
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,166.0,38.0,0.3923673417072545,0.002863673779696123
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,224.0,50.0,0.367512031408308,0.0023745942475234035
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,217.0,55.0,0.4335065529300258,0.004516465015943384
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,187.0,48.0,0.4221659650320477,0.004021307225674998
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,187.0,48.0,0.4221659650320477,0.004021307225674998
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,197.0,50.0,0.43648522158620445,0.0042454651577203345
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,224.0,42.0,0.3427249556737589,0.0019478515594675682
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,239.0,61.0,0.41776091278672955,0.003899086593975775
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,239.0,61.0,0.41776091278672955,0.003899086593975775
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,235.0,58.0,0.4341934510336502,0.004704394041787207
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,295.0,72.0,0.4050757302560404,0.0035535357291280978
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,341.0,79.0,0.36016045839312827,0.002490133460858387
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,279.0,65.0,0.35595719260784464,0.0022069692259157943
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,239.0,61.0,0.4266521261758509,0.0044118578065355
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,223.0,60.0,0.4212265051044748,0.003824594787754457
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,210.0,40.0,0.3367147922998987,0.0018333213680069907
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,223.0,52.0,0.3932632064370448,0.0028722326428942016
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,223.0,52.0,0.3932632064370448,0.0028722326428942016
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,219.0,41.0,0.35828151818387904,0.0021409333202274763
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,192.0,41.0,0.38045305112293143,0.0026799317789466585
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,171.0,36.0,0.36781448301605074,0.0024247281385028803
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,230.0,54.0,0.3779216774591428,0.0024741103706942867
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,200.0,45.0,0.3623803191489362,0.002271705534649919
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,200.0,45.0,0.3623803191489362,0.002271705534649919
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,272.0,66.0,0.39555303504380473,0.003082595496445088
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,279.0,70.0,0.403584864892346,0.0034522623445234946
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,272.0,66.0,0.39555303504380473,0.003082595496445088
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,223.0,54.0,0.40793658365932,0.003583090121103631
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,151.0,36.0,0.41065473674322484,0.003258376722446753
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,151.0,36.0,0.41065473674322484,0.003258376722446753
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,316.0,75.0,0.39900911212855733,0.003522621207656073
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,231.0,58.0,0.4308510638297872,0.004452065526374875
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,261.0,55.0,0.3750305698214722,0.00267812657815876
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,280.0,62.0,0.3629495947315096,0.0023615271307519466
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,261.0,61.0,0.3854311024156952,0.002868244057086755
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,322.0,76.0,0.3870754592308709,0.003214250363521985
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,189.0,45.0,0.3926835903786258,0.0027278435641071965
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,172.0,42.0,0.4042501649348507,0.003284040887274342
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,230.0,54.0,0.3779216774591428,0.0024741103706942867
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,251.0,53.0,0.37187067333502866,0.0024496818827974827
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,265.0,54.0,0.3442927873678576,0.0020400526958829794
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,265.0,54.0,0.3442927873678576,0.0020400526958829794
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,217.0,55.0,0.4335065529300258,0.004516465015943384
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,252.0,55.0,0.34263129010469434,0.0019871734508463104
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,218.0,57.0,0.43869558852235024,0.004417276275421757
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,164.0,38.0,0.41005556997059334,0.0033417067710203906
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,228.0,53.0,0.3607183961677243,0.00220041717282836
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,232.0,55.0,0.40075125336268036,0.0033358041923977583
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,307.0,69.0,0.3810237484695174,0.0028625344110036212
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,183.0,40.0,0.36478800914622334,0.00239821407855858
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,147.0,31.0,0.38147705890866984,0.0026346837480384377
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,317.0,74.0,0.3766667785309976,0.0028880535458080028
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,272.0,64.0,0.3800355913642053,0.0028315356843149407
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,224.0,42.0,0.3427249556737589,0.0019478515594675682
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,211.0,44.0,0.3636264327249504,0.0021654217557970233
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,345.0,81.0,0.3701896392229417,0.0026562127242157037
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,191.0,37.0,0.34471891129181986,0.0019740819824930764
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,147.0,30.0,0.3730761808269407,0.0025708321947677183
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,244.0,58.0,0.4186032147424718,0.0037668541575185716
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,261.0,55.0,0.3750305698214722,0.00267812657815876
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,270.0,66.0,0.40193393748358286,0.0035338344317240307
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,339.0,78.0,0.3723639615891546,0.002773001208188535
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,223.0,54.0,0.40793658365932,0.003583090121103631
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,248.0,55.0,0.35765914550446126,0.0021815325578900683
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,192.0,40.0,0.35153017878250586,0.0020958279022212593
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,168.0,40.0,0.3815750591016548,0.0027289176465545434
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,237.0,57.0,0.39760451267319025,0.0031374911218106883
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,237.0,57.0,0.39760451267319025,0.0031374911218106883
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,203.0,53.0,0.41042605596897597,0.0032630759517405664
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,147.0,30.0,0.3730761808269407,0.0025708321947677183
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,191.0,37.0,0.34471891129181986,0.0019740819824930764
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,329.0,79.0,0.3842856065015413,0.003000810209357655
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,311.0,76.0,0.39782445098173363,0.0033200130701267158
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,341.0,79.0,0.36016045839312827,0.002490133460858387
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,223.0,60.0,0.4212265051044748,0.003824594787754457
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,243.0,62.0,0.3950726731459592,0.002931136288261087
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,187.0,48.0,0.4012828535669587,0.0031036406507981553
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,338.0,81.0,0.3967932980821688,0.0034030667031594033
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,219.0,41.0,0.35828151818387904,0.0021409333202274763
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,224.0,50.0,0.367512031408308,0.0023745942475234035
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,347.0,82.0,0.3650847180493388,0.0025216922107362933
Pseudo-Weights Match,Local,SPEA2,random_dense,4,150833957,347.0,82.0,0.3650847180493388,0.0025216922107362933
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,189.0,36.0,0.3555761942286765,0.002127230292967876
Compromise (ASF),Local,SPEA2,random_dense,4,150833957,225.0,47.0,0.3354688731284476,0.0018063491974780797
Mejor Knee Point,Local,SPEA2,random_dense,4,150833957,228.0,53.0,0.3607183961677243,0.00220041717282836
