tipo_decision,alcance,algorithm,init,run,seed,Compacidad,Tolerancia,Hamming,Balance
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,353.0,58.0,49608.07890070922,475.67622903148623
Pseudo-Weights Match,Local,SPEA2,random_dense,1,890697159,399.0,65.0,65110.220744680846,842.6906146257729
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,355.0,71.0,49996.77748226951,511.9172506098797
Compromise (ASF),Local,SPEA2,random_dense,4,1231171893,358.0,61.0,49484.93085106382,541.9019093292598
Pseudo-Weights Match,Local,SPEA2,random_dense,4,1231171893,414.0,82.0,64511.32978723405,677.7457842915355
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,296.0,51.0,34487.41134751773,310.51405157562505
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,349.0,74.0,47626.43351063829,447.1548329749512
Pseudo-Weights Match,Local,SPEA2,random_dense,3,771308447,395.0,77.0,60192.32712765957,607.9922405500224
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,367.0,66.0,54003.33421985816,578.9860600259037
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,347.0,51.0,47336.890957446805,432.1793727365322
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,354.0,80.0,49629.04255319149,515.908769679593
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,436.0,82.0,73219.39716312056,677.8148452039637
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,392.0,73.0,61456.425531914894,655.8685302550165
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,343.0,68.0,46039.843971631206,417.952039635834
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,416.0,80.0,68778.66666666667,708.1371158392451
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,381.0,64.0,56449.47340425532,497.1548180423521
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,425.0,83.0,71128.72340425532,706.4968311453142
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,362.0,49.0,52236.47163120568,518.1761700870201
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,401.0,78.0,64359.4335106383,724.7694964727634
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,317.0,57.0,40174.410460992905,395.14244677707336
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,443.0,82.0,76221.92021276595,736.1951580654896
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,416.0,83.0,66855.77304964539,604.2888153261912
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,330.0,47.0,43727.34042553191,430.5088149489462
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,344.0,58.0,45865.44680851064,402.51180775614927
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,407.0,73.0,66796.34929078014,736.539079397417
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,402.0,82.0,62750.132978723406,598.1816047671147
Compromise (ASF),Local,SPEA2,random_dense,1,890697159,426.0,73.0,71518.52659574468,736.0423637832604
Pseudo-Weights Match,Local,SPEA2,random_dense,1,890697159,426.0,73.0,71518.52659574468,736.0423637832604
Mejor Knee Point,Local,SPEA2,random_dense,1,890697159,447.0,92.0,79000.1170212766,843.819337558473
Compromise (ASF),Local,SPEA2,random_dense,3,771308447,346.0,68.0,47042.196808510635,540.4336921872645
Pseudo-Weights Match,Local,SPEA2,random_dense,3,771308447,379.0,58.0,53536.77393617021,460.0690852761432
Mejor Knee Point,Local,SPEA2,random_dense,1,890697159,432.0,96.0,73965.82978723405,803.8437822229758
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,428.0,73.0,73038.5035460993,773.0233860218315
Pseudo-Weights Match,Local,SPEA2,random_dense,3,771308447,396.0,62.0,58571.48936170212,498.9418540314864
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,370.0,68.0,53529.61879432625,498.64325785297655
Compromise (ASF),Local,SPEA2,random_dense,3,582220115,462.0,88.0,83958.67021276595,904.1001678738496
Pseudo-Weights Match,Local,SPEA2,random_dense,1,890697159,364.0,78.0,52454.40070921986,561.5908208528249
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,432.0,76.0,75114.38297872341,876.1760852069809
Compromise (ASF),Local,SPEA2,random_dense,1,890697159,383.0,74.0,60135.753546099295,797.3863707811497
Pseudo-Weights Match,Local,SPEA2,random_dense,3,582220115,381.0,70.0,56596.73936170212,528.6430983099444
Mejor Knee Point,Local,SPEA2,random_dense,3,771308447,379.0,77.0,55927.69946808511,654.1267848385389
Compromise (ASF),Local,SPEA2,random_dense,1,890697159,368.0,81.0,54779.475177304965,614.9237769415532
Mejor Knee Point,Local,SPEA2,random_dense,3,582220115,344.0,80.0,45928.574468085106,417.7515962162367
